"Species","Trap","Year","Distance","Cover"
"Craspedia gracilis",7,2021,"5m",0
"Craspedia gracilis",7,2021,"10m",0
"Craspedia gracilis",7,2021,"15m",0
"Grevillea australis",7,2021,"1m",0
"Grevillea australis",7,2021,"5m",0
"Grevillea australis",7,2021,"10m",0
"Grevillea australis",7,2021,"15m",1
"Hovea montana",7,2021,"1m",0
"Hovea montana",7,2021,"5m",0
"Hovea montana",7,2021,"10m",0
"Hovea montana",7,2021,"15m",0
"Hypochaeris radicata",7,2021,"1m",1
"Hypochaeris radicata",7,2021,"5m",0
"Hypochaeris radicata",7,2021,"10m",0
"Hypochaeris radicata",7,2021,"15m",0
"Kunzea muelleri",7,2021,"1m",0
"Kunzea muelleri",7,2021,"5m",0
"Kunzea muelleri",7,2021,"10m",0
"Kunzea muelleri",7,2021,"15m",1
"Leptorhynchos squamatus",7,2021,"1m",1
"Leptorhynchos squamatus",7,2021,"5m",1
"Leptorhynchos squamatus",7,2021,"10m",0
"Leptorhynchos squamatus",7,2021,"15m",1
"Luzula modesta",7,2021,"1m",0
"Luzula modesta",7,2021,"5m",1
"Luzula modesta",7,2021,"10m",0
"Luzula modesta",7,2021,"15m",1
"Microseris lanceolata",7,2021,"1m",0
"Microseris lanceolata",7,2021,"5m",0
"Microseris lanceolata",7,2021,"10m",0
"Microseris lanceolata",7,2021,"15m",0
"Olearia brevipedunculata",7,2021,"1m",0
"Olearia brevipedunculata",7,2021,"5m",0
"Olearia brevipedunculata",7,2021,"10m",0
"Olearia brevipedunculata",7,2021,"15m",0
"Olearia frostii",7,2021,"1m",0
"Olearia frostii",7,2021,"5m",0
"Olearia frostii",7,2021,"10m",0
"Olearia frostii",7,2021,"15m",1
"Oreomyrrhis eriopoda",7,2021,"1m",0
"Oreomyrrhis eriopoda",7,2021,"5m",0
"Oreomyrrhis eriopoda",7,2021,"10m",0
"Oreomyrrhis eriopoda",7,2021,"15m",0
"Orites lancifolius",7,2021,"1m",0
"Orites lancifolius",7,2021,"5m",0
"Orites lancifolius",7,2021,"10m",0
"Orites lancifolius",7,2021,"15m",0
"Ozothamnus alpinus",7,2021,"1m",0
"Ozothamnus alpinus",7,2021,"5m",0
"Ozothamnus alpinus",7,2021,"10m",0
"Ozothamnus alpinus",7,2021,"15m",0
"Pappochroma bellidioides",7,2021,"1m",0
"Pappochroma bellidioides",7,2021,"5m",1
"Pappochroma bellidioides",7,2021,"10m",0
"Pappochroma bellidioides",7,2021,"15m",1
"Pappochroma nitidum",7,2021,"1m",0
"Pappochroma nitidum",7,2021,"5m",0
"Pappochroma nitidum",7,2021,"10m",0
"Pappochroma nitidum",7,2021,"15m",0
"Pentachondra pumila",7,2021,"1m",0
"Pentachondra pumila",7,2021,"5m",1
"Pentachondra pumila",7,2021,"10m",0
"Pentachondra pumila",7,2021,"15m",1
"Phebalium squamulosum",7,2021,"1m",0
"Phebalium squamulosum",7,2021,"5m",0
"Phebalium squamulosum",7,2021,"10m",0
"Phebalium squamulosum",7,2021,"15m",0
"Pimelea axiflora",7,2021,"1m",0
"Pimelea axiflora",7,2021,"5m",0
"Pimelea axiflora",7,2021,"10m",0
"Pimelea axiflora",7,2021,"15m",0
"Plantago euryphylla",7,2021,"1m",0
"Plantago euryphylla",7,2021,"5m",1
"Plantago euryphylla",7,2021,"10m",0
"Plantago euryphylla",7,2021,"15m",1
"Poa costiniana",7,2021,"1m",0
"Poa costiniana",7,2021,"5m",0
"Poa costiniana",7,2021,"10m",0
"Poa costiniana",7,2021,"15m",0
"Poa hiemata",7,2021,"1m",1
"Poa hiemata",7,2021,"5m",1
"Poa hiemata",7,2021,"10m",0
"Poa hiemata",7,2021,"15m",1
"Poa hothamensis",7,2021,"1m",0
"Poa hothamensis",7,2021,"5m",0
"Poa hothamensis",7,2021,"10m",0
"Poa hothamensis",7,2021,"15m",1
"Poa phillipsiana",7,2021,"1m",0
"Poa phillipsiana",7,2021,"5m",0
"Poa phillipsiana",7,2021,"10m",0
"Poa phillipsiana",7,2021,"15m",0
"Prasophyllum sp.",7,2021,"1m",0
"Prasophyllum sp.",7,2021,"5m",0
"Prasophyllum sp.",7,2021,"10m",0
"Prasophyllum sp.",7,2021,"15m",0
"Ranunculus victoriensis",7,2021,"1m",1
"Ranunculus victoriensis",7,2021,"5m",1
"Ranunculus victoriensis",7,2021,"10m",0
"Ranunculus victoriensis",7,2021,"15m",1
"Rytidosperma nudiflorum",7,2021,"1m",1
"Rytidosperma nudiflorum",7,2021,"5m",1
"Rytidosperma nudiflorum",7,2021,"10m",0
"Rytidosperma nudiflorum",7,2021,"15m",1
"Scleranthus biflorus",7,2021,"1m",1
"Scleranthus biflorus",7,2021,"5m",1
"Scleranthus biflorus",7,2021,"10m",0
"Scleranthus biflorus",7,2021,"15m",1
"Scleranthus singuliflorus",7,2021,"1m",0
"Scleranthus singuliflorus",7,2021,"5m",1
"Scleranthus singuliflorus",7,2021,"10m",0
"Scleranthus singuliflorus",7,2021,"15m",1
"Senecio gunnii",7,2021,"1m",0
"Senecio gunnii",7,2021,"5m",0
"Senecio gunnii",7,2021,"10m",0
"Senecio gunnii",7,2021,"15m",0
"Senecio pinnatifolius",7,2021,"1m",0
"Senecio pinnatifolius",7,2021,"5m",0
"Senecio pinnatifolius",7,2021,"10m",0
"Senecio pinnatifolius",7,2021,"15m",0
"Stackhousia monogyna",7,2021,"1m",0
"Stackhousia monogyna",7,2021,"5m",0
"Stackhousia monogyna",7,2021,"10m",0
"Stackhousia monogyna",7,2021,"15m",0
"Stylidium sp.",7,2021,"1m",0
"Stylidium sp.",7,2021,"5m",0
"Stylidium sp.",7,2021,"10m",0
"Stylidium sp.",7,2021,"15m",0
"Tasmannia xerophila",7,2021,"1m",0
"Tasmannia xerophila",7,2021,"5m",0
"Tasmannia xerophila",7,2021,"10m",0
"Tasmannia xerophila",7,2021,"15m",1
"Trachymene humilis",7,2021,"1m",0
"Trachymene humilis",7,2021,"5m",0
"Trachymene humilis",7,2021,"10m",0
"Trachymene humilis",7,2021,"15m",0
"Trisetum spicatum",7,2021,"1m",0
"Trisetum spicatum",7,2021,"5m",0
"Trisetum spicatum",7,2021,"10m",0
"Trisetum spicatum",7,2021,"15m",1
"Viola betonicifolia",7,2021,"1m",0
"Viola betonicifolia",7,2021,"5m",0
"Viola betonicifolia",7,2021,"10m",0
"Viola betonicifolia",7,2021,"15m",0
"Xerochrysum subundulatum",7,2021,"1m",1
"Xerochrysum subundulatum",7,2021,"5m",1
"Xerochrysum subundulatum",7,2021,"10m",0
"Xerochrysum subundulatum",7,2021,"15m",1
"Acaena novae-zelandiae",8,2021,"1m",0
"Acaena novae-zelandiae",8,2021,"5m",0
"Acaena novae-zelandiae",8,2021,"10m",0
"Acaena novae-zelandiae",8,2021,"15m",0
"Acetosella vulgaris",8,2021,"1m",1
"Acetosella vulgaris",8,2021,"5m",1
"Acetosella vulgaris",8,2021,"10m",0
"Acetosella vulgaris",8,2021,"15m",1
"Acrothamnus montanus",8,2021,"1m",0
"Acrothamnus montanus",8,2021,"5m",0
"Acrothamnus montanus",8,2021,"10m",0
"Acrothamnus montanus",8,2021,"15m",1
"Agrostis venusta",8,2021,"1m",0
"Agrostis venusta",8,2021,"5m",0
"Agrostis venusta",8,2021,"10m",0
"Agrostis venusta",8,2021,"15m",0
"Argyrotegium fordianum",8,2021,"1m",1
"Argyrotegium fordianum",8,2021,"5m",1
"Argyrotegium fordianum",8,2021,"10m",0
"Argyrotegium fordianum",8,2021,"15m",1
"Asperula gunnii",8,2021,"1m",0
"Asperula gunnii",8,2021,"5m",0
"Asperula gunnii",8,2021,"10m",0
"Asperula gunnii",8,2021,"15m",0
"Bossiaea sericea",8,2021,"1m",0
"Bossiaea sericea",8,2021,"5m",0
"Bossiaea sericea",8,2021,"10m",0
"Bossiaea sericea",8,2021,"15m",0
"Brachyscome decipiens",8,2021,"1m",1
"Brachyscome decipiens",8,2021,"5m",1
"Brachyscome decipiens",8,2021,"10m",0
"Brachyscome decipiens",8,2021,"15m",1
"Brachyscome spathulata",8,2021,"1m",0
"Brachyscome spathulata",8,2021,"5m",0
"Brachyscome spathulata",8,2021,"10m",0
"Brachyscome spathulata",8,2021,"15m",0
"Carex breviculmis",8,2021,"1m",0
"Carex breviculmis",8,2021,"5m",0
"Carex breviculmis",8,2021,"10m",0
"Carex breviculmis",8,2021,"15m",0
"Carex hebes",8,2021,"1m",1
"Carex hebes",8,2021,"5m",1
"Carex hebes",8,2021,"10m",0
"Carex hebes",8,2021,"15m",1
"Celmisia costiniana",8,2021,"1m",0
"Celmisia costiniana",8,2021,"5m",0
"Celmisia costiniana",8,2021,"10m",0
"Celmisia costiniana",8,2021,"15m",1
"Colobanthus affinis",8,2021,"1m",0
"Colobanthus affinis",8,2021,"5m",0
"Colobanthus affinis",8,2021,"10m",0
"Colobanthus affinis",8,2021,"15m",0
"Cotula alpina",8,2021,"1m",0
"Cotula alpina",8,2021,"5m",0
"Cotula alpina",8,2021,"10m",0
"Cotula alpina",8,2021,"15m",0
"Craspedia aurantia",8,2021,"1m",1
"Craspedia aurantia",8,2021,"5m",1
"Craspedia aurantia",8,2021,"10m",0
"Craspedia aurantia",8,2021,"15m",1
"Craspedia gracilis",8,2021,"1m",0
"Craspedia gracilis",8,2021,"5m",0
"Craspedia gracilis",8,2021,"10m",0
"Craspedia gracilis",8,2021,"15m",0
"Grevillea australis",8,2021,"1m",0
"Grevillea australis",8,2021,"5m",0
"Grevillea australis",8,2021,"10m",0
"Grevillea australis",8,2021,"15m",0
"Hovea montana",8,2021,"1m",0
"Hovea montana",8,2021,"5m",0
"Hovea montana",8,2021,"10m",0
"Hovea montana",8,2021,"15m",1
"Hypochaeris radicata",8,2021,"1m",0
"Hypochaeris radicata",8,2021,"5m",1
"Hypochaeris radicata",8,2021,"10m",0
"Hypochaeris radicata",8,2021,"15m",1
"Kunzea muelleri",8,2021,"1m",0
"Kunzea muelleri",8,2021,"5m",0
"Kunzea muelleri",8,2021,"10m",0
"Kunzea muelleri",8,2021,"15m",0
"Leptorhynchos squamatus",8,2021,"1m",0
"Leptorhynchos squamatus",8,2021,"5m",0
"Leptorhynchos squamatus",8,2021,"10m",0
"Leptorhynchos squamatus",8,2021,"15m",1
"Luzula modesta",8,2021,"1m",1
"Luzula modesta",8,2021,"5m",1
"Luzula modesta",8,2021,"10m",0
"Luzula modesta",8,2021,"15m",1
"Microseris lanceolata",8,2021,"1m",0
"Microseris lanceolata",8,2021,"5m",1
"Microseris lanceolata",8,2021,"10m",0
"Microseris lanceolata",8,2021,"15m",1
"Olearia brevipedunculata",8,2021,"1m",0
"Olearia brevipedunculata",8,2021,"5m",0
"Olearia brevipedunculata",8,2021,"10m",0
"Olearia brevipedunculata",8,2021,"15m",0
"Olearia frostii",8,2021,"1m",0
"Olearia frostii",8,2021,"5m",0
"Olearia frostii",8,2021,"10m",0
"Olearia frostii",8,2021,"15m",1
"Oreomyrrhis eriopoda",8,2021,"1m",0
"Oreomyrrhis eriopoda",8,2021,"5m",0
"Oreomyrrhis eriopoda",8,2021,"10m",0
"Oreomyrrhis eriopoda",8,2021,"15m",0
"Orites lancifolius",8,2021,"1m",0
"Orites lancifolius",8,2021,"5m",0
"Orites lancifolius",8,2021,"10m",0
"Orites lancifolius",8,2021,"15m",0
"Ozothamnus alpinus",8,2021,"1m",0
"Ozothamnus alpinus",8,2021,"5m",0
"Ozothamnus alpinus",8,2021,"10m",0
"Ozothamnus alpinus",8,2021,"15m",0
"Pappochroma bellidioides",8,2021,"1m",0
"Pappochroma bellidioides",8,2021,"5m",0
"Pappochroma bellidioides",8,2021,"10m",0
"Pappochroma bellidioides",8,2021,"15m",0
"Pappochroma nitidum",8,2021,"1m",0
"Pappochroma nitidum",8,2021,"5m",0
"Pappochroma nitidum",8,2021,"10m",0
"Pappochroma nitidum",8,2021,"15m",0
"Pentachondra pumila",8,2021,"1m",0
"Pentachondra pumila",8,2021,"5m",0
"Pentachondra pumila",8,2021,"10m",0
"Pentachondra pumila",8,2021,"15m",0
"Phebalium squamulosum",8,2021,"1m",0
"Phebalium squamulosum",8,2021,"5m",0
"Phebalium squamulosum",8,2021,"10m",0
"Phebalium squamulosum",8,2021,"15m",0
"Pimelea axiflora",8,2021,"1m",0
"Pimelea axiflora",8,2021,"5m",0
"Pimelea axiflora",8,2021,"10m",0
"Pimelea axiflora",8,2021,"15m",1
"Plantago euryphylla",8,2021,"1m",0
"Plantago euryphylla",8,2021,"5m",0
"Plantago euryphylla",8,2021,"10m",0
"Plantago euryphylla",8,2021,"15m",1
"Poa costiniana",8,2021,"1m",0
"Poa costiniana",8,2021,"5m",0
"Poa costiniana",8,2021,"10m",0
"Poa costiniana",8,2021,"15m",1
"Poa hiemata",8,2021,"1m",1
"Poa hiemata",8,2021,"5m",1
"Poa hiemata",8,2021,"10m",0
"Poa hiemata",8,2021,"15m",1
"Poa hothamensis",8,2021,"1m",0
"Poa hothamensis",8,2021,"5m",0
"Poa hothamensis",8,2021,"10m",0
"Poa hothamensis",8,2021,"15m",0
"Poa phillipsiana",8,2021,"1m",0
"Poa phillipsiana",8,2021,"5m",0
"Poa phillipsiana",8,2021,"10m",0
"Poa phillipsiana",8,2021,"15m",1
"Prasophyllum sp.",8,2021,"1m",1
"Prasophyllum sp.",8,2021,"5m",1
"Prasophyllum sp.",8,2021,"10m",0
"Prasophyllum sp.",8,2021,"15m",1
"Ranunculus victoriensis",8,2021,"1m",1
"Ranunculus victoriensis",8,2021,"5m",1
"Ranunculus victoriensis",8,2021,"10m",0
"Ranunculus victoriensis",8,2021,"15m",1
"Rytidosperma nudiflorum",8,2021,"1m",1
"Rytidosperma nudiflorum",8,2021,"5m",1
"Rytidosperma nudiflorum",8,2021,"10m",0
"Rytidosperma nudiflorum",8,2021,"15m",1
"Scleranthus biflorus",8,2021,"1m",1
"Scleranthus biflorus",8,2021,"5m",1
"Scleranthus biflorus",8,2021,"10m",0
"Scleranthus biflorus",8,2021,"15m",1
"Scleranthus singuliflorus",8,2021,"1m",1
"Scleranthus singuliflorus",8,2021,"5m",1
"Scleranthus singuliflorus",8,2021,"10m",0
"Scleranthus singuliflorus",8,2021,"15m",1
"Senecio gunnii",8,2021,"1m",0
"Senecio gunnii",8,2021,"5m",0
"Senecio gunnii",8,2021,"10m",0
"Senecio gunnii",8,2021,"15m",0
"Senecio pinnatifolius",8,2021,"1m",0
"Senecio pinnatifolius",8,2021,"5m",1
"Senecio pinnatifolius",8,2021,"10m",0
"Senecio pinnatifolius",8,2021,"15m",0
"Stackhousia monogyna",8,2021,"1m",0
"Stackhousia monogyna",8,2021,"5m",0
"Stackhousia monogyna",8,2021,"10m",0
"Stackhousia monogyna",8,2021,"15m",0
"Stylidium sp.",8,2021,"1m",0
"Stylidium sp.",8,2021,"5m",0
"Stylidium sp.",8,2021,"10m",0
"Stylidium sp.",8,2021,"15m",0
"Tasmannia xerophila",8,2021,"1m",0
"Tasmannia xerophila",8,2021,"5m",0
"Tasmannia xerophila",8,2021,"10m",0
"Tasmannia xerophila",8,2021,"15m",0
"Trachymene humilis",8,2021,"1m",0
"Trachymene humilis",8,2021,"5m",0
"Trachymene humilis",8,2021,"10m",0
"Trachymene humilis",8,2021,"15m",0
"Trisetum spicatum",8,2021,"1m",0
"Trisetum spicatum",8,2021,"5m",0
"Trisetum spicatum",8,2021,"10m",0
"Trisetum spicatum",8,2021,"15m",1
"Viola betonicifolia",8,2021,"1m",0
"Viola betonicifolia",8,2021,"5m",0
"Viola betonicifolia",8,2021,"10m",0
"Viola betonicifolia",8,2021,"15m",0
"Xerochrysum subundulatum",8,2021,"1m",0
"Xerochrysum subundulatum",8,2021,"5m",0
"Xerochrysum subundulatum",8,2021,"10m",0
"Xerochrysum subundulatum",8,2021,"15m",1
